member_id,first_name,last_name,email,phone,date_of_birth,gender,join_date,membership_type,membership_status,fitness_goal,height_cm,weight_kg,emergency_contact
MEM001373,David,Wilson,member1373@fitnesshub.com,+1-555-174-3518,2002-12-21,Female,2020-08-10,Basic,Active,Muscle Gain,185.0,61.6,+1-555-830-9523
MEM001374,Amanda,King,member1374@fitnesshub.com,+1-555-705-6407,1972-12-28,Female,2024-01-01,Premium,Inactive,Health Maintenance,183.0,65.1,+1-555-559-7961
MEM001375,Mark,Moore,member1375@fitnesshub.com,+1-555-423-5263,1968-12-29,Other,2020-12-18,Premium,Active,Muscle Gain,170.3,76.3,+1-555-648-8616
MEM001376,Donna,Davis,member1376@fitnesshub.com,+1-555-915-3077,1953-01-02,Male,2020-07-05,Premium,Inactive,Weight Loss,178.0,77.6,+1-555-765-3215
MEM001377,Elizabeth,Wright,member1377@fitnesshub.com,+1-555-996-4797,1974-12-28,Male,2020-04-18,Premium,Active,Health Maintenance,192.9,88.1,+1-555-175-4956
MEM001378,Jennifer,Perez,member1378@fitnesshub.com,+1-555-637-9807,1972-12-28,Male,2023-01-08,Elite,Active,General Fitness,177.4,108.0,+1-555-145-8007
MEM001379,Susan,Rodriguez,member1379@fitnesshub.com,+1-555-922-4612,1954-01-02,Other,2022-10-01,Basic,Inactive,Muscle Gain,181.2,55.0,+1-555-838-9957
MEM001380,Christopher,Robinson,member1380@fitnesshub.com,+1-555-268-5527,1960-12-31,Female,2020-06-13,Basic,Active,Weight Loss,189.0,104.3,+1-555-807-1396
MEM001381,Edward,Johnson,member1381@fitnesshub.com,+1-555-185-6283,1957-01-01,Male,2024-11-02,Senior,Active,Weight Loss,184.4,83.7,+1-555-924-2609
MEM001382,Paul,White,member1382@fitnesshub.com,+1-555-158-1423,1958-01-01,Other,2022-06-18,Premium,Active,General Fitness,169.0,58.1,+1-555-616-5749
MEM001383,Thomas,Hernandez,member1383@fitnesshub.com,+1-555-187-9941,1989-12-24,Male,2024-03-21,Senior,Inactive,Health Maintenance,173.8,84.4,+1-555-886-2255
MEM001384,Charles,Allen,member1384@fitnesshub.com,+1-555-736-1695,1996-12-22,Female,2020-11-04,Student,Inactive,Weight Loss,175.4,82.7,+1-555-145-1800
MEM001385,Thomas,Thomas,member1385@fitnesshub.com,+1-555-486-6658,1965-12-30,Other,2020-01-06,Elite,Active,General Fitness,186.2,69.3,+1-555-253-7638
MEM001386,Linda,Thomas,member1386@fitnesshub.com,+1-555-522-3445,1971-12-29,Female,2022-02-12,Senior,Active,General Fitness,168.5,53.4,+1-555-417-3789
MEM001387,Matthew,Williams,member1387@fitnesshub.com,+1-555-665-1645,1971-12-29,Other,2024-05-26,Student,Active,Athletic Performance,160.4,78.7,+1-555-976-8537
MEM001388,Mary,Flores,member1388@fitnesshub.com,+1-555-897-9615,1985-12-25,Male,2023-06-19,Premium,Active,Weight Loss,163.4,53.3,+1-555-225-7417
MEM001389,Kimberly,Davis,member1389@fitnesshub.com,+1-555-669-9671,1955-01-02,Other,2021-06-01,Basic,Active,General Fitness,198.1,95.1,+1-555-660-8760
MEM001390,Jessica,King,member1390@fitnesshub.com,+1-555-298-7194,1952-01-03,Other,2022-10-17,Premium,Inactive,Weight Loss,170.0,67.0,+1-555-789-2073
MEM001391,Betty,Flores,member1391@fitnesshub.com,+1-555-794-5835,1963-12-31,Other,2020-10-16,Premium,Inactive,Health Maintenance,182.3,96.7,+1-555-414-7678
MEM001392,Mary,Thomas,member1392@fitnesshub.com,+1-555-529-3138,1997-12-22,Female,2021-09-01,Senior,Active,Muscle Gain,155.2,117.3,+1-555-357-2346
MEM001393,John,Harris,member1393@fitnesshub.com,+1-555-398-7387,1953-01-02,Male,2022-08-04,Elite,Active,General Fitness,193.3,53.0,+1-555-512-4753
MEM001394,Lisa,Perez,member1394@fitnesshub.com,+1-555-656-4063,1964-12-30,Female,2024-01-16,Premium,Active,Weight Loss,173.5,71.5,+1-555-911-5584
MEM001395,Steven,Torres,member1395@fitnesshub.com,+1-555-934-9689,1989-12-24,Other,2024-11-02,Basic,Active,Weight Loss,168.4,88.9,+1-555-612-9499
MEM001396,Sarah,Perez,member1396@fitnesshub.com,+1-555-842-3199,1955-01-02,Female,2020-12-31,Senior,Active,General Fitness,151.9,98.1,+1-555-158-5773
MEM001397,Susan,Wilson,member1397@fitnesshub.com,+1-555-883-6817,1994-12-23,Male,2021-05-04,Senior,Active,Health Maintenance,165.8,99.6,+1-555-504-4635
MEM001398,Michael,Garcia,member1398@fitnesshub.com,+1-555-196-8450,1998-12-22,Other,2024-07-10,Student,Active,Health Maintenance,152.4,118.3,+1-555-346-2497
MEM001399,Richard,Young,member1399@fitnesshub.com,+1-555-321-3207,1964-12-30,Female,2023-07-16,Elite,Active,Weight Loss,194.1,109.8,+1-555-840-2258
MEM001400,Michelle,Allen,member1400@fitnesshub.com,+1-555-608-6364,1960-01-01,Female,2020-06-20,Basic,Inactive,Health Maintenance,192.9,104.5,+1-555-837-9592
MEM001401,Elizabeth,Wilson,member1401@fitnesshub.com,+1-555-940-1435,2007-12-20,Male,2020-01-18,Senior,Active,General Fitness,188.9,57.8,+1-555-230-9583
MEM001402,George,Harris,member1402@fitnesshub.com,+1-555-441-8737,1992-12-23,Other,2020-01-27,Student,Active,General Fitness,191.2,91.7,+1-555-842-7807
MEM001403,Michelle,Wilson,member1403@fitnesshub.com,+1-555-501-7027,1952-01-03,Other,2020-01-07,Elite,Active,Weight Loss,153.8,92.3,+1-555-927-3018
MEM001404,Kevin,Torres,member1404@fitnesshub.com,+1-555-393-2783,1974-12-28,Other,2024-11-18,Elite,Active,Muscle Gain,169.9,83.4,+1-555-958-1432
MEM001405,Anthony,Gonzalez,member1405@fitnesshub.com,+1-555-274-3583,1999-12-22,Male,2023-04-16,Senior,Inactive,Health Maintenance,157.4,66.8,+1-555-381-6491
MEM001406,Robert,Garcia,member1406@fitnesshub.com,+1-555-361-1597,1981-12-26,Other,2021-11-22,Elite,Active,Health Maintenance,176.8,115.8,+1-555-143-7010
MEM001407,Nancy,Thomas,member1407@fitnesshub.com,+1-555-604-7479,2006-12-20,Female,2023-07-15,Student,Active,Health Maintenance,184.7,58.2,+1-555-231-7988
MEM001408,Mary,Williams,member1408@fitnesshub.com,+1-555-297-1907,1954-01-02,Other,2024-05-17,Premium,Active,Athletic Performance,169.9,92.5,+1-555-937-1446
MEM001409,Amanda,Robinson,member1409@fitnesshub.com,+1-555-174-6249,1998-12-22,Other,2022-03-02,Premium,Active,Muscle Gain,188.4,67.8,+1-555-448-6829
MEM001410,Margaret,Allen,member1410@fitnesshub.com,+1-555-663-4004,1956-01-02,Female,2020-04-16,Senior,Active,Athletic Performance,181.3,84.0,+1-555-881-3336
MEM001411,Kimberly,Taylor,member1411@fitnesshub.com,+1-555-397-1660,1994-12-23,Male,2023-06-26,Premium,Active,Health Maintenance,150.2,86.9,+1-555-558-4179
MEM001412,Jessica,Walker,member1412@fitnesshub.com,+1-555-983-9660,1988-12-24,Male,2021-12-02,Student,Active,Muscle Gain,161.7,76.2,+1-555-841-3033
MEM001413,Brian,White,member1413@fitnesshub.com,+1-555-562-1295,2001-12-21,Other,2020-04-19,Basic,Inactive,General Fitness,199.7,90.7,+1-555-166-5740
MEM001414,Elizabeth,Johnson,member1414@fitnesshub.com,+1-555-831-8423,1971-12-29,Female,2021-08-08,Senior,Active,Athletic Performance,187.8,99.4,+1-555-738-7893
MEM001415,Andrew,Harris,member1415@fitnesshub.com,+1-555-990-5856,1968-12-29,Other,2024-04-19,Senior,Inactive,Athletic Performance,154.5,86.6,+1-555-248-9769
MEM001416,Donna,Harris,member1416@fitnesshub.com,+1-555-752-5066,1984-12-25,Male,2024-05-23,Elite,Inactive,Weight Loss,164.7,104.1,+1-555-417-4185
MEM001417,Richard,Miller,member1417@fitnesshub.com,+1-555-289-4654,1952-01-03,Female,2020-12-24,Premium,Active,Athletic Performance,178.2,117.2,+1-555-156-7681
MEM001418,Mary,Scott,member1418@fitnesshub.com,+1-555-584-3539,1963-12-31,Female,2023-06-28,Basic,Inactive,Athletic Performance,198.6,52.1,+1-555-552-3849
MEM001419,Karen,Scott,member1419@fitnesshub.com,+1-555-841-4737,1994-12-23,Other,2024-03-14,Senior,Active,General Fitness,183.5,92.2,+1-555-470-4997
MEM001420,Brian,Scott,member1420@fitnesshub.com,+1-555-875-1286,1999-12-22,Female,2022-12-01,Basic,Active,Athletic Performance,194.4,58.2,+1-555-245-8113
MEM001421,Emily,Martinez,member1421@fitnesshub.com,+1-555-515-6877,2006-12-20,Other,2021-11-30,Premium,Active,General Fitness,154.7,88.5,+1-555-686-7198
MEM001422,Kevin,Jones,member1422@fitnesshub.com,+1-555-949-4549,1981-12-26,Male,2021-12-06,Senior,Inactive,Athletic Performance,154.9,108.1,+1-555-249-4117
MEM001423,Christopher,Torres,member1423@fitnesshub.com,+1-555-444-2969,1974-12-28,Female,2024-07-11,Premium,Active,Athletic Performance,177.1,66.8,+1-555-915-6091
MEM001424,Sarah,Williams,member1424@fitnesshub.com,+1-555-975-1482,1975-12-28,Male,2024-10-06,Student,Active,Weight Loss,150.3,109.7,+1-555-544-7400
MEM001425,Patricia,Davis,member1425@fitnesshub.com,+1-555-953-7343,2003-12-21,Other,2022-03-08,Premium,Active,Weight Loss,183.4,107.0,+1-555-442-1417
MEM001426,Matthew,King,member1426@fitnesshub.com,+1-555-157-5575,2003-12-21,Male,2020-04-08,Elite,Inactive,Weight Loss,192.9,72.5,+1-555-564-7681
MEM001427,Kevin,King,member1427@fitnesshub.com,+1-555-300-8263,1996-12-22,Other,2024-05-03,Student,Active,Weight Loss,186.5,65.4,+1-555-386-5425
MEM001428,Ashley,Lewis,member1428@fitnesshub.com,+1-555-553-5612,1951-01-03,Female,2020-02-04,Premium,Active,Athletic Performance,194.3,100.8,+1-555-881-7744
MEM001429,Joshua,Rodriguez,member1429@fitnesshub.com,+1-555-452-1318,1999-12-22,Other,2023-10-07,Basic,Inactive,Athletic Performance,196.1,114.6,+1-555-264-2094
MEM001430,Thomas,Johnson,member1430@fitnesshub.com,+1-555-506-9584,1959-01-01,Other,2024-04-24,Senior,Active,Weight Loss,198.5,63.9,+1-555-564-4802
MEM001431,Christopher,Thompson,member1431@fitnesshub.com,+1-555-832-3805,1999-12-22,Male,2020-07-01,Elite,Active,Weight Loss,173.4,114.9,+1-555-575-1174
MEM001432,David,Miller,member1432@fitnesshub.com,+1-555-180-3676,1954-01-02,Male,2021-02-23,Student,Active,Muscle Gain,187.5,66.7,+1-555-625-6206
MEM001433,Ashley,Wright,member1433@fitnesshub.com,+1-555-687-6651,1978-12-27,Female,2020-09-28,Basic,Active,Muscle Gain,172.4,112.4,+1-555-658-5861
MEM001434,Donna,Brown,member1434@fitnesshub.com,+1-555-843-3763,1991-12-24,Other,2021-09-20,Elite,Active,Muscle Gain,193.2,70.6,+1-555-144-2548
MEM001435,Charles,Brown,member1435@fitnesshub.com,+1-555-342-8401,1990-12-24,Male,2022-06-02,Elite,Active,Athletic Performance,173.5,57.6,+1-555-245-8589
MEM001436,Ashley,Allen,member1436@fitnesshub.com,+1-555-274-4058,1958-01-01,Male,2024-02-26,Basic,Active,Weight Loss,193.9,112.6,+1-555-703-9785
MEM001437,Michael,Gonzalez,member1437@fitnesshub.com,+1-555-367-9510,1996-12-22,Female,2024-08-21,Premium,Inactive,Health Maintenance,167.0,108.1,+1-555-903-8175
MEM001438,Margaret,Anderson,member1438@fitnesshub.com,+1-555-995-9836,1960-01-01,Male,2021-04-23,Basic,Inactive,Muscle Gain,177.2,119.7,+1-555-518-1477
MEM001439,Andrew,Lewis,member1439@fitnesshub.com,+1-555-856-1375,1993-12-23,Female,2021-11-24,Senior,Inactive,Athletic Performance,170.1,114.9,+1-555-221-8431
MEM001440,Patricia,Sanchez,member1440@fitnesshub.com,+1-555-981-9134,1963-12-31,Male,2022-09-06,Student,Inactive,Muscle Gain,193.0,51.1,+1-555-882-1036
MEM001441,Barbara,Garcia,member1441@fitnesshub.com,+1-555-774-3800,1973-12-28,Male,2022-02-09,Premium,Active,General Fitness,183.7,56.0,+1-555-502-6997
MEM001442,Nancy,Wright,member1442@fitnesshub.com,+1-555-558-2718,1959-01-01,Other,2020-01-31,Elite,Active,Health Maintenance,157.5,55.1,+1-555-766-3854
MEM001443,William,Lee,member1443@fitnesshub.com,+1-555-681-7519,1971-12-29,Female,2020-05-28,Senior,Active,Health Maintenance,179.5,104.1,+1-555-374-4853
MEM001444,Joshua,Wright,member1444@fitnesshub.com,+1-555-395-9957,1968-12-29,Male,2022-05-30,Premium,Active,Weight Loss,192.5,105.9,+1-555-719-4765
MEM001445,Paul,Ramirez,member1445@fitnesshub.com,+1-555-836-5108,1955-01-02,Other,2023-09-18,Elite,Active,General Fitness,194.1,73.6,+1-555-853-9391
MEM001446,Robert,Garcia,member1446@fitnesshub.com,+1-555-390-6681,1967-12-30,Female,2023-02-07,Senior,Inactive,Athletic Performance,198.1,102.6,+1-555-136-8231
MEM001447,Elizabeth,Thomas,member1447@fitnesshub.com,+1-555-657-7580,1985-12-25,Female,2020-07-06,Student,Inactive,Muscle Gain,177.0,118.0,+1-555-291-1429
MEM001448,Sarah,Harris,member1448@fitnesshub.com,+1-555-898-2277,1979-12-27,Other,2023-06-14,Basic,Inactive,Athletic Performance,180.5,84.5,+1-555-654-3456
MEM001449,Andrew,Ramirez,member1449@fitnesshub.com,+1-555-617-9146,1968-12-29,Other,2024-10-21,Premium,Active,General Fitness,175.8,63.7,+1-555-867-1625
MEM001450,Paul,Lee,member1450@fitnesshub.com,+1-555-797-9591,1966-12-30,Male,2024-06-07,Student,Active,Muscle Gain,168.4,98.7,+1-555-130-6904
MEM001451,Matthew,Flores,member1451@fitnesshub.com,+1-555-439-8481,1983-12-26,Other,2024-03-27,Basic,Active,Weight Loss,158.4,113.0,+1-555-280-6613
MEM001452,Sarah,Taylor,member1452@fitnesshub.com,+1-555-286-9578,1984-12-25,Female,2024-10-11,Student,Inactive,Athletic Performance,159.8,74.7,+1-555-934-5819
MEM001453,Jessica,Rodriguez,member1453@fitnesshub.com,+1-555-799-9727,1967-12-30,Other,2021-01-15,Senior,Active,Athletic Performance,191.5,65.6,+1-555-299-9948
MEM001454,Nancy,Sanchez,member1454@fitnesshub.com,+1-555-268-5271,2001-12-21,Male,2023-03-18,Elite,Active,Health Maintenance,188.1,100.6,+1-555-594-3914
MEM001455,David,Torres,member1455@fitnesshub.com,+1-555-275-7613,1983-12-26,Other,2021-12-04,Premium,Active,General Fitness,176.5,104.7,+1-555-478-2674
MEM001456,Steven,Miller,member1456@fitnesshub.com,+1-555-673-7409,1953-01-02,Female,2021-04-02,Elite,Active,Athletic Performance,175.9,116.9,+1-555-970-6314
MEM001457,Christopher,Young,member1457@fitnesshub.com,+1-555-891-5707,1968-12-29,Female,2020-02-02,Premium,Active,Muscle Gain,165.3,93.6,+1-555-998-9393
MEM001458,Robert,Davis,member1458@fitnesshub.com,+1-555-592-8933,1971-12-29,Male,2024-08-15,Basic,Active,Health Maintenance,191.7,73.4,+1-555-341-5409
MEM001459,Jennifer,White,member1459@fitnesshub.com,+1-555-315-7463,2005-12-20,Female,2024-06-12,Basic,Active,General Fitness,172.7,72.9,+1-555-435-4314
MEM001460,Edward,Lopez,member1460@fitnesshub.com,+1-555-474-4513,1994-12-23,Female,2020-08-07,Student,Inactive,Weight Loss,161.9,79.8,+1-555-971-6198
MEM001461,Michelle,Moore,member1461@fitnesshub.com,+1-555-966-3452,2006-12-20,Other,2020-04-03,Basic,Active,Weight Loss,151.8,74.8,+1-555-567-7273
MEM001462,Linda,Nguyen,member1462@fitnesshub.com,+1-555-636-8747,1974-12-28,Other,2023-06-14,Basic,Inactive,Muscle Gain,187.9,50.5,+1-555-469-3126
MEM001463,Steven,King,member1463@fitnesshub.com,+1-555-671-6706,1954-01-02,Female,2021-04-26,Premium,Active,General Fitness,177.9,113.9,+1-555-894-8014
MEM001464,Christopher,Nguyen,member1464@fitnesshub.com,+1-555-618-7807,2004-12-20,Female,2022-05-02,Senior,Inactive,General Fitness,164.9,61.7,+1-555-604-6535
MEM001465,Deborah,Moore,member1465@fitnesshub.com,+1-555-654-6562,1986-12-25,Other,2022-11-10,Senior,Active,General Fitness,189.8,72.2,+1-555-829-5719
MEM001466,William,Martin,member1466@fitnesshub.com,+1-555-729-2944,1975-12-28,Male,2020-12-30,Student,Active,Weight Loss,156.8,109.6,+1-555-140-1702
MEM001467,Karen,White,member1467@fitnesshub.com,+1-555-754-4761,1957-01-01,Other,2020-11-15,Premium,Active,Muscle Gain,156.6,111.4,+1-555-946-2896
MEM001468,Christopher,Jones,member1468@fitnesshub.com,+1-555-313-1091,1987-12-25,Female,2024-06-24,Elite,Inactive,Weight Loss,176.1,94.3,+1-555-535-3984
MEM001469,Charles,Martin,member1469@fitnesshub.com,+1-555-391-9516,2001-12-21,Other,2023-10-28,Senior,Active,Athletic Performance,179.3,119.7,+1-555-602-3360
MEM001470,George,Anderson,member1470@fitnesshub.com,+1-555-533-8356,1954-01-02,Other,2022-10-20,Student,Active,Athletic Performance,157.5,50.4,+1-555-475-9442
MEM001471,David,White,member1471@fitnesshub.com,+1-555-394-4426,1962-12-31,Male,2024-02-21,Senior,Active,Muscle Gain,185.4,106.5,+1-555-208-3190
MEM001472,Robert,Rodriguez,member1472@fitnesshub.com,+1-555-304-3346,1955-01-02,Other,2021-01-24,Basic,Active,Health Maintenance,154.6,76.4,+1-555-108-2472
MEM001473,Anthony,Taylor,member1473@fitnesshub.com,+1-555-601-3623,1992-12-23,Male,2022-11-30,Senior,Inactive,General Fitness,151.2,61.6,+1-555-582-7619
MEM001474,Jennifer,Robinson,member1474@fitnesshub.com,+1-555-281-3960,1962-12-31,Female,2022-11-28,Student,Inactive,General Fitness,163.0,118.1,+1-555-675-5352
MEM001475,Matthew,Martinez,member1475@fitnesshub.com,+1-555-983-1535,1999-12-22,Female,2022-09-17,Premium,Inactive,Weight Loss,175.5,104.3,+1-555-785-8431
MEM001476,Brian,Scott,member1476@fitnesshub.com,+1-555-346-2675,1951-01-03,Female,2022-02-22,Basic,Inactive,Muscle Gain,185.9,117.2,+1-555-760-8680
MEM001477,Sandra,Wilson,member1477@fitnesshub.com,+1-555-303-8256,2003-12-21,Other,2020-12-25,Premium,Inactive,Health Maintenance,198.3,117.0,+1-555-129-6338
MEM001478,Barbara,Torres,member1478@fitnesshub.com,+1-555-680-4507,1996-12-22,Other,2021-01-07,Student,Active,Weight Loss,186.6,106.0,+1-555-773-2234
MEM001479,Jessica,Scott,member1479@fitnesshub.com,+1-555-663-3357,1988-12-24,Male,2023-08-04,Premium,Active,General Fitness,185.1,67.1,+1-555-691-9850
MEM001480,Emily,Martin,member1480@fitnesshub.com,+1-555-373-7846,1987-12-25,Male,2021-02-20,Student,Inactive,Athletic Performance,160.9,106.6,+1-555-396-5049
MEM001481,Nancy,Taylor,member1481@fitnesshub.com,+1-555-986-5159,1971-12-29,Other,2020-02-10,Student,Inactive,Weight Loss,159.0,81.3,+1-555-944-8189
MEM001482,Andrew,Lopez,member1482@fitnesshub.com,+1-555-550-2144,1996-12-22,Male,2020-01-06,Basic,Active,Muscle Gain,183.3,91.7,+1-555-877-9634
MEM001483,Linda,Wilson,member1483@fitnesshub.com,+1-555-602-6355,1961-12-31,Male,2022-10-16,Senior,Inactive,Health Maintenance,162.2,60.4,+1-555-931-2614
MEM001484,Lisa,Sanchez,member1484@fitnesshub.com,+1-555-846-1889,1958-01-01,Other,2020-10-02,Premium,Active,Weight Loss,194.2,68.6,+1-555-667-9010
MEM001485,Amanda,Robinson,member1485@fitnesshub.com,+1-555-631-9248,1957-01-01,Other,2023-05-27,Senior,Inactive,General Fitness,184.2,98.5,+1-555-839-7098
MEM001486,Daniel,Lopez,member1486@fitnesshub.com,+1-555-342-9765,1975-12-28,Female,2023-09-28,Basic,Active,Muscle Gain,150.9,118.5,+1-555-341-7354
MEM001487,Andrew,Torres,member1487@fitnesshub.com,+1-555-428-2793,2002-12-21,Female,2023-08-14,Basic,Active,Muscle Gain,197.7,111.0,+1-555-684-2533
MEM001488,Barbara,Torres,member1488@fitnesshub.com,+1-555-271-6705,1959-01-01,Other,2020-02-16,Basic,Active,General Fitness,159.9,69.4,+1-555-988-9378
MEM001489,Michelle,Gonzalez,member1489@fitnesshub.com,+1-555-105-7808,2004-12-20,Female,2021-01-29,Basic,Active,Health Maintenance,175.0,92.6,+1-555-217-3378
MEM001490,Kevin,Martinez,member1490@fitnesshub.com,+1-555-849-3486,2004-12-20,Male,2022-03-25,Premium,Active,Weight Loss,193.3,114.7,+1-555-571-7719
MEM001491,Brian,Rodriguez,member1491@fitnesshub.com,+1-555-154-2886,1960-01-01,Other,2022-08-13,Basic,Active,Weight Loss,169.1,57.3,+1-555-285-1685
MEM001492,Edward,Williams,member1492@fitnesshub.com,+1-555-557-3228,1968-12-29,Other,2020-09-04,Elite,Inactive,Athletic Performance,196.6,63.9,+1-555-737-4507
MEM001493,Andrew,Gonzalez,member1493@fitnesshub.com,+1-555-541-7230,1989-12-24,Female,2020-03-16,Premium,Inactive,Weight Loss,183.0,81.9,+1-555-997-5939
MEM001494,Michael,Martinez,member1494@fitnesshub.com,+1-555-882-5621,1974-12-28,Male,2024-05-09,Basic,Active,General Fitness,151.1,89.1,+1-555-504-9598
MEM001495,James,Torres,member1495@fitnesshub.com,+1-555-780-6351,1986-12-25,Male,2020-10-14,Premium,Inactive,General Fitness,168.8,51.2,+1-555-942-4172
MEM001496,Lisa,Thompson,member1496@fitnesshub.com,+1-555-838-7234,1954-01-02,Male,2023-12-05,Basic,Active,Health Maintenance,179.8,59.0,+1-555-811-9135
MEM001497,Michael,Anderson,member1497@fitnesshub.com,+1-555-564-2943,2006-12-20,Male,2024-08-13,Elite,Active,Athletic Performance,196.8,88.5,+1-555-652-7007
MEM001498,William,Wilson,member1498@fitnesshub.com,+1-555-966-1443,1988-12-24,Female,2022-03-04,Basic,Active,Weight Loss,157.0,83.7,+1-555-155-7921
MEM001499,Michelle,Hernandez,member1499@fitnesshub.com,+1-555-590-4781,1984-12-25,Other,2020-09-09,Student,Active,Weight Loss,158.3,93.4,+1-555-553-2398
MEM001500,Donna,Johnson,member1500@fitnesshub.com,+1-555-522-4738,1980-12-26,Male,2022-06-02,Premium,Active,Health Maintenance,182.5,113.1,+1-555-450-6233
MEM001501,David,Smith,member1501@fitnesshub.com,+1-555-327-5676,1953-01-02,Male,2021-06-18,Premium,Active,Weight Loss,150.8,75.4,+1-555-515-9132
MEM001502,Kevin,Lewis,member1502@fitnesshub.com,+1-555-477-7933,1959-01-01,Female,2023-03-01,Senior,Active,General Fitness,172.1,97.4,+1-555-456-7094
MEM001503,Elizabeth,Thomas,member1503@fitnesshub.com,+1-555-357-8857,1980-12-26,Male,2021-08-06,Premium,Active,Athletic Performance,171.7,57.7,+1-555-668-1973
MEM001504,Steven,Davis,member1504@fitnesshub.com,+1-555-139-4395,2000-12-21,Male,2024-04-24,Student,Inactive,Muscle Gain,155.0,77.9,+1-555-881-2474
MEM001505,Margaret,King,member1505@fitnesshub.com,+1-555-143-9919,1997-12-22,Male,2022-09-28,Senior,Active,General Fitness,172.4,60.4,+1-555-131-2772
MEM001506,Patricia,Robinson,member1506@fitnesshub.com,+1-555-186-4202,1962-12-31,Other,2021-12-02,Basic,Active,Athletic Performance,155.1,53.8,+1-555-829-4755
MEM001507,Patricia,Jackson,member1507@fitnesshub.com,+1-555-469-9694,2002-12-21,Female,2021-11-11,Student,Active,Muscle Gain,190.1,62.2,+1-555-820-4220
MEM001508,Andrew,Ramirez,member1508@fitnesshub.com,+1-555-286-6716,2006-12-20,Other,2020-02-20,Senior,Active,Athletic Performance,171.3,80.1,+1-555-359-9129
MEM001509,Linda,Scott,member1509@fitnesshub.com,+1-555-105-6468,1994-12-23,Male,2020-03-01,Premium,Inactive,Athletic Performance,157.8,106.7,+1-555-550-5165
